region,category,parameter,mode,powertrain,year,unit,value,percentage
Iceland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,560,"56000,00%"
Iceland,Historical,EV sales,Cars,BEV,2021,Vehicles,4200,"420000,00%"
Iceland,Historical,EV sales share,Cars,EV,2021,percent,70,"7000,00%"
Iceland,Historical,EV stock share,Cars,EV,2021,percent,930.000.019.073.486,"93000001907348600,00%"
Iceland,Historical,EV sales,Cars,FCEV,2021,Vehicles,3,"300,00%"
Iceland,Historical,EV stock,Cars,PHEV,2021,Vehicles,13000,"1300000,00%"
Iceland,Historical,EV sales,Cars,PHEV,2021,Vehicles,4900,"490000,00%"
Iceland,Historical,EV stock,Cars,FCEV,2021,Vehicles,31,"3100,00%"
Iceland,Historical,EV stock,Cars,BEV,2021,Vehicles,8500,"850000,00%"
India,Projection-APS,EV sales share,Cars,EV,2021,percent,349.999.994.039.536,"34999999403953600,00%"
India,Projection-APS,EV stock share,Cars,EV,2021,percent,54.000.001.400.709,"5400000140070900,00%"
India,Projection-APS,EV stock share,Vans,EV,2021,percent,86.000.002.920.628,"8600000292062800,00%"
India,Projection-APS,EV sales share,Vans,EV,2021,percent,419.999.986.886.978,"41999998688697800,00%"
India,Projection-APS,EV stock share,Buses,EV,2021,percent,109.999.999.403.954,"10999999940395400,00%"
India,Projection-APS,EV sales share,Buses,EV,2021,percent,7.5,"4541900,00%"
India,Projection-APS,EV stock,Cars,PHEV,2021,Vehicles,100,"10000,00%"
India,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,50,"5000,00%"
India,Projection-APS,EV sales,Cars,FCEV,2021,Vehicles,1,"100,00%"
India,Projection-APS,EV stock,Cars,BEV,2021,Vehicles,23000,"2300000,00%"
India,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,12000,"1200000,00%"
India,Projection-APS,EV stock,Cars,FCEV,2021,Vehicles,1,"100,00%"
India,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,50,"5000,00%"
India,Projection-STEPS,EV stock,Cars,PHEV,2021,Vehicles,100,"10000,00%"
India,Projection-STEPS,EV stock,Cars,BEV,2021,Vehicles,23000,"2300000,00%"
India,Projection-STEPS,EV sales,Cars,FCEV,2021,Vehicles,1,"100,00%"
India,Projection-STEPS,EV stock,Cars,FCEV,2021,Vehicles,1,"100,00%"
India,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,12000,"1200000,00%"
India,Projection-STEPS,EV stock,Vans,BEV,2021,Vehicles,6400,"640000,00%"
India,Projection-STEPS,EV sales,Vans,BEV,2021,Vehicles,1700,"170000,00%"
India,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,2100,"210000,00%"
India,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,1200,"120000,00%"
India,Projection-STEPS,EV stock share,Buses,EV,2021,percent,109.999.999.403.954,"10999999940395400,00%"
India,Projection-STEPS,EV sales share,Buses,EV,2021,percent,7.5,"4541900,00%"
India,Projection-STEPS,EV stock share,Cars,EV,2021,percent,54.000.001.400.709,"5400000140070900,00%"
India,Projection-STEPS,EV sales share,Cars,EV,2021,percent,349.999.994.039.536,"34999999403953600,00%"
India,Projection-STEPS,EV stock share,Vans,EV,2021,percent,86.000.002.920.628,"8600000292062800,00%"
India,Projection-STEPS,EV sales share,Vans,EV,2021,percent,419.999.986.886.978,"41999998688697800,00%"
India,Historical,EV charging points,EV,Publicly available fast,2021,charging points,32,"3200,00%"
India,Historical,EV charging points,EV,Publicly available slow,2021,charging points,910,"91000,00%"
India,Historical,Electricity demand,Cars,EV,2021,GWh,52.999.999.374.151,"5299999937415100,00%"
India,Projection-STEPS,Electricity demand,Cars,EV,2021,GWh,52.999.999.374.151,"5299999937415100,00%"
India,Historical,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,709.999.992.978,"70999999297800,00%"
India,Historical,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,239.999.993.937,"23999999393700,00%"
India,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,34.999.998.752,"3499999875200,00%"
India,Historical,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",41,"4100,00%"
India,Historical,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",14,"1400,00%"
India,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",20,"2000,00%"
India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,709.999.992.978,"70999999297800,00%"
India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,239.999.993.937,"23999999393700,00%"
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,34.999.998.752,"3499999875200,00%"
India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",41,"4100,00%"
India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",14,"1400,00%"
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",20,"2000,00%"
India,Projection-APS,EV stock,Vans,BEV,2021,Vehicles,6400,"640000,00%"
India,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,1700,"170000,00%"
India,Projection-APS,EV stock,Buses,BEV,2021,Vehicles,2100,"210000,00%"
India,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,1200,"120000,00%"
India,Historical,EV stock,Vans,BEV,2021,Vehicles,6400,"640000,00%"
India,Historical,EV sales,Vans,BEV,2021,Vehicles,1700,"170000,00%"
India,Projection-APS,EV charging points,EV,Publicly available fast,2021,charging points,32,"3200,00%"
India,Projection-APS,EV charging points,EV,Publicly available slow,2021,charging points,910,"91000,00%"
India,Historical,EV stock share,Cars,EV,2021,percent,54.000.001.400.709,"5400000140070900,00%"
India,Historical,EV sales share,Cars,EV,2021,percent,349.999.994.039.536,"34999999403953600,00%"
India,Historical,EV stock,Cars,BEV,2021,Vehicles,23000,"2300000,00%"
India,Historical,EV sales,Cars,BEV,2021,Vehicles,12000,"1200000,00%"
India,Historical,EV sales,Cars,PHEV,2021,Vehicles,50,"5000,00%"
India,Historical,EV sales,Cars,FCEV,2021,Vehicles,1,"100,00%"
India,Historical,EV stock,Cars,FCEV,2021,Vehicles,1,"100,00%"
India,Historical,EV stock,Cars,PHEV,2021,Vehicles,100,"10000,00%"
India,Projection-APS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,709.999.992.978,"70999999297800,00%"
India,Projection-APS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,239.999.993.937,"23999999393700,00%"
India,Projection-APS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,34.999.998.752,"3499999875200,00%"
India,Projection-APS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",41,"4100,00%"
India,Projection-APS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",14,"1400,00%"
India,Projection-APS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",20,"2000,00%"
India,Historical,EV stock,Buses,BEV,2021,Vehicles,2100,"210000,00%"
India,Historical,EV sales,Buses,BEV,2021,Vehicles,1200,"120000,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,32,"3200,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,910,"91000,00%"
India,Projection-APS,Electricity demand,Cars,EV,2021,GWh,52.999.999.374.151,"5299999937415100,00%"
India,Historical,EV stock share,Vans,EV,2021,percent,86.000.002.920.628,"8600000292062800,00%"
India,Historical,EV sales share,Vans,EV,2021,percent,419.999.986.886.978,"41999998688697800,00%"
India,Historical,EV sales share,Buses,EV,2021,percent,7.5,"4541900,00%"
India,Historical,EV stock share,Buses,EV,2021,percent,109.999.999.403.954,"10999999940395400,00%"
Indonesia,Historical,EV charging points,EV,Publicly available fast,2021,charging points,130,"13000,00%"
Indonesia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,54,"5400,00%"
Ireland,Historical,EV sales share,Cars,EV,2021,percent,16,"1600,00%"
Ireland,Historical,EV sales,Cars,BEV,2021,Vehicles,8600,"860000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2021,Vehicles,7900,"790000,00%"
Israel,Historical,EV sales,Buses,BEV,2021,Vehicles,33,"3300,00%"
Israel,Historical,EV stock share,Vans,EV,2021,percent,14.000.000.432.134,"1400000043213400,00%"
Israel,Historical,EV sales share,Vans,EV,2021,percent,490.000.009.536.743,"49000000953674300,00%"
Israel,Historical,EV stock share,Buses,EV,2021,percent,400.000.005.960.465,"40000000596046500,00%"
Israel,Historical,EV sales share,Buses,EV,2021,percent,779.999.971.389.771,"77999997138977100,00%"
Israel,Historical,EV sales share,Cars,EV,2021,percent,690.000.009.536.743,"69000000953674300,00%"
Israel,Historical,EV stock share,Cars,EV,2021,percent,129.999.995.231.628,"12999999523162800,00%"
Israel,Historical,EV stock,Cars,PHEV,2021,Vehicles,28000,"2800000,00%"
Israel,Historical,EV sales,Cars,PHEV,2021,Vehicles,13000,"1300000,00%"
Israel,Historical,EV stock,Cars,BEV,2021,Vehicles,15000,"1500000,00%"
Israel,Historical,EV stock,Vans,BEV,2021,Vehicles,26,"2600,00%"
Israel,Historical,EV sales,Vans,BEV,2021,Vehicles,76,"7600,00%"
Israel,Historical,EV sales,Cars,BEV,2021,Vehicles,11000,"1100000,00%"
Israel,Historical,EV stock,Buses,BEV,2021,Vehicles,150,"15000,00%"
Israel,Historical,EV sales,Vans,PHEV,2021,Vehicles,2,"200,00%"
Israel,Historical,EV charging points,EV,Publicly available fast,2021,charging points,100.000.001.490.116,"10000000149011600,00%"
Italy,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2200,"220000,00%"
Italy,Historical,EV charging points,EV,Publicly available slow,2021,charging points,20000,"2000000,00%"
Italy,Historical,EV sales,Buses,BEV,2021,Vehicles,180,"18000,00%"
Italy,Historical,EV sales share,Buses,EV,2021,percent,519.999.980.926.514,"51999998092651400,00%"
Italy,Historical,EV stock share,Cars,EV,2021,percent,589.999.973.773.956,"58999997377395600,00%"
Italy,Historical,EV sales share,Cars,EV,2021,percent,9.5,"4542100,00%"
Italy,Historical,EV stock share,Buses,EV,2021,percent,689.999.997.615.814,"68999999761581400,00%"
Italy,Historical,EV stock share,Vans,EV,2021,percent,230.000.004.172.325,"23000000417232500,00%"
Italy,Historical,EV sales share,Vans,EV,2021,percent,189.999.997.615.814,"18999999761581400,00%"
Italy,Historical,EV stock,Buses,BEV,2021,Vehicles,670,"67000,00%"
Italy,Historical,EV sales,Cars,BEV,2021,Vehicles,67000,"6700000,00%"
Italy,Historical,EV stock,Vans,BEV,2021,Vehicles,9400,"940000,00%"
Italy,Historical,EV sales,Vans,PHEV,2021,Vehicles,380,"38000,00%"
Italy,Historical,EV stock,Vans,PHEV,2021,Vehicles,490,"49000,00%"
Italy,Historical,EV sales,Vans,BEV,2021,Vehicles,3100,"310000,00%"
Italy,Historical,EV stock,Buses,FCEV,2021,Vehicles,13,"1300,00%"
Italy,Historical,EV stock,Cars,BEV,2021,Vehicles,120000,"12000000,00%"
Italy,Historical,EV sales,Cars,FCEV,2021,Vehicles,10,"1000,00%"
Italy,Historical,EV stock,Cars,FCEV,2021,Vehicles,45,"4500,00%"
Italy,Historical,EV sales,Cars,PHEV,2021,Vehicles,71000,"7100000,00%"
Italy,Historical,EV stock,Cars,PHEV,2021,Vehicles,110000,"11000000,00%"
Japan,Historical,EV stock,Vans,BEV,2021,Vehicles,11000,"1100000,00%"
Japan,Historical,EV sales,Cars,FCEV,2021,Vehicles,2500,"250000,00%"
Japan,Historical,EV stock,Cars,BEV,2021,Vehicles,160000,"16000000,00%"
Japan,Historical,EV sales,Cars,BEV,2021,Vehicles,22000,"2200000,00%"
Japan,Historical,EV stock,Cars,FCEV,2021,Vehicles,6600,"660000,00%"
Japan,Historical,EV sales,Trucks,BEV,2021,Vehicles,3,"300,00%"
Japan,Historical,EV stock,Trucks,BEV,2021,Vehicles,55,"5500,00%"
Japan,Historical,EV stock,Cars,PHEV,2021,Vehicles,180000,"18000000,00%"
Japan,Historical,EV sales,Cars,PHEV,2021,Vehicles,23000,"2300000,00%"
Japan,Historical,EV charging points,EV,Publicly available fast,2021,charging points,8000,"800000,00%"
Japan,Historical,EV charging points,EV,Publicly available slow,2021,charging points,21000,"2100000,00%"
Japan,Historical,EV sales share,Cars,EV,2021,percent,120.000.004.768.372,"12000000476837200,00%"
Japan,Historical,EV sales share,Vans,EV,2021,percent,150.000.005.960.464,"15000000596046400,00%"
Japan,Historical,EV stock share,Vans,EV,2021,percent,8.500.000.089.407,"850000008940700,00%"
Japan,Historical,EV sales share,Buses,EV,2021,percent,46.000.000.834.465,"4600000083446500,00%"
Japan,Historical,EV stock share,Buses,EV,2021,percent,26.000.000.536.442,"2600000053644200,00%"
Japan,Historical,EV sales,Vans,BEV,2021,Vehicles,920,"92000,00%"
Japan,Historical,EV stock share,Trucks,EV,2021,percent,4.600.000.102.073,"460000010207300,00%"
Japan,Historical,EV sales share,Trucks,EV,2021,percent,1.900.000.032.038,"190000003203800,00%"
Japan,Historical,EV sales,Buses,BEV,2021,Vehicles,32,"3200,00%"
Japan,Historical,EV stock share,Cars,EV,2021,percent,509.999.990.463.257,"50999999046325700,00%"
Japan,Historical,EV stock,Buses,BEV,2021,Vehicles,57,"5700,00%"
Korea,Historical,EV charging points,EV,Publicly available fast,2021,charging points,15000,"1500000,00%"
Korea,Historical,EV charging points,EV,Publicly available slow,2021,charging points,92000,"9200000,00%"
Korea,Historical,EV sales share,Cars,EV,2021,percent,580.000.019.073.486,"58000001907348600,00%"
Korea,Historical,EV stock share,Cars,EV,2021,percent,120.000.004.768.372,"12000000476837200,00%"
Korea,Historical,EV sales share,Buses,EV,2021,percent,209.999.993.443.489,"20999999344348900,00%"
Korea,Historical,EV stock share,Buses,EV,2021,percent,400.000.005.960.465,"40000000596046500,00%"
Korea,Historical,EV sales share,Vans,EV,2021,percent,12,"1200,00%"
Korea,Historical,EV stock share,Vans,EV,2021,percent,170.000.004.768.372,"17000000476837200,00%"
Korea,Historical,EV sales,Vans,FCEV,2021,Vehicles,54,"5400,00%"
Korea,Historical,EV stock,Vans,BEV,2021,Vehicles,45000,"4500000,00%"
Korea,Historical,EV stock,Cars,BEV,2021,Vehicles,190000,"19000000,00%"
Korea,Historical,EV sales,Cars,BEV,2021,Vehicles,72000,"7200000,00%"
Korea,Historical,EV sales,Cars,FCEV,2021,Vehicles,9200,"920000,00%"
Korea,Historical,EV stock,Cars,FCEV,2021,Vehicles,19000,"1900000,00%"
Korea,Historical,EV sales,Cars,PHEV,2021,Vehicles,19000,"1900000,00%"
Korea,Historical,EV stock,Cars,PHEV,2021,Vehicles,44000,"4400000,00%"
Korea,Historical,EV sales,Buses,BEV,2021,Vehicles,340,"34000,00%"
Korea,Historical,EV stock,Buses,BEV,2021,Vehicles,3100,"310000,00%"
Korea,Historical,EV sales,Buses,FCEV,2021,Vehicles,77,"7700,00%"
Korea,Historical,EV stock,Buses,FCEV,2021,Vehicles,130,"13000,00%"
Korea,Historical,EV sales,Vans,BEV,2021,Vehicles,29000,"2900000,00%"
Latvia,Historical,EV sales share,Cars,EV,2021,percent,390.000.009.536.743,"39000000953674300,00%"
Latvia,Historical,EV sales,Cars,PHEV,2021,Vehicles,140,"14000,00%"
Latvia,Historical,EV sales,Cars,BEV,2021,Vehicles,410,"41000,00%"
Lithuania,Historical,EV sales,Cars,BEV,2021,Vehicles,1200,"120000,00%"
Lithuania,Historical,EV sales,Cars,PHEV,2021,Vehicles,400,"40000,00%"
Lithuania,Historical,EV sales share,Cars,EV,2021,percent,5,"500,00%"
Luxembourg,Historical,EV sales share,Cars,EV,2021,percent,20,"2000,00%"
Luxembourg,Historical,EV sales,Cars,PHEV,2021,Vehicles,4400,"440000,00%"
Luxembourg,Historical,EV sales,Cars,BEV,2021,Vehicles,4600,"460000,00%"
Mexico,Historical,EV sales,Cars,BEV,2021,Vehicles,3000,"300000,00%"
Mexico,Historical,EV stock,Cars,BEV,2021,Vehicles,6100,"610000,00%"
Mexico,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500,"350000,00%"
Mexico,Historical,EV stock,Cars,PHEV,2021,Vehicles,9900,"990000,00%"
Mexico,Historical,EV charging points,EV,Publicly available fast,2021,charging points,76,"7600,00%"
Mexico,Historical,EV charging points,EV,Publicly available slow,2021,charging points,1100,"110000,00%"
Mexico,Historical,EV sales share,Cars,EV,2021,percent,72.000.002.861.023,"7200000286102300,00%"
Mexico,Historical,EV stock share,Cars,EV,2021,percent,59.000.000.357.628,"5900000035762800,00%"
Netherlands,Historical,EV stock share,Trucks,EV,2021,percent,189.999.997.615.814,"18999999761581400,00%"
Netherlands,Historical,EV stock,Buses,BEV,2021,Vehicles,1300,"130000,00%"
Netherlands,Historical,EV sales,Buses,FCEV,2021,Vehicles,37,"3700,00%"
Netherlands,Historical,EV stock,Buses,FCEV,2021,Vehicles,41,"4100,00%"
Netherlands,Historical,EV stock,Buses,PHEV,2021,Vehicles,99,"9900,00%"
Netherlands,Historical,EV sales,Vans,BEV,2021,Vehicles,3300,"330000,00%"
Netherlands,Historical,EV sales,Buses,BEV,2021,Vehicles,150,"15000,00%"
Netherlands,Historical,EV sales,Vans,PHEV,2021,Vehicles,46,"4600,00%"
Netherlands,Historical,EV sales,Cars,FCEV,2021,Vehicles,140,"14000,00%"
Netherlands,Historical,EV stock,Cars,BEV,2021,Vehicles,240000,"24000000,00%"
Netherlands,Historical,EV sales,Cars,BEV,2021,Vehicles,70000,"7000000,00%"
Netherlands,Historical,EV stock,Vans,FCEV,2021,Vehicles,13,"1300,00%"
Netherlands,Historical,EV stock,Vans,PHEV,2021,Vehicles,78,"7800,00%"
Netherlands,Historical,EV stock,Vans,BEV,2021,Vehicles,9000,"900000,00%"
Netherlands,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2600,"260000,00%"
Netherlands,Historical,EV charging points,EV,Publicly available slow,2021,charging points,81000,"8100000,00%"
Netherlands,Historical,EV sales,Trucks,FCEV,2021,Vehicles,8,"800,00%"
Netherlands,Historical,EV stock,Trucks,BEV,2021,Vehicles,270,"27000,00%"
Netherlands,Historical,EV stock,Trucks,FCEV,2021,Vehicles,14,"1400,00%"
Netherlands,Historical,EV stock,Cars,PHEV,2021,Vehicles,140000,"14000000,00%"
Netherlands,Historical,EV sales,Trucks,BEV,2021,Vehicles,71,"7100,00%"
Netherlands,Historical,EV stock,Cars,FCEV,2021,Vehicles,490,"49000,00%"
Netherlands,Historical,EV sales,Cars,PHEV,2021,Vehicles,40000,"4000000,00%"
Netherlands,Historical,EV sales,Trucks,PHEV,2021,Vehicles,16,"1600,00%"
Netherlands,Historical,EV stock,Trucks,PHEV,2021,Vehicles,48,"4800,00%"
Netherlands,Historical,EV sales share,Trucks,EV,2021,percent,509.999.990.463.257,"50999999046325700,00%"
Netherlands,Historical,EV stock share,Cars,EV,2021,percent,430.000.019.073.486,"43000001907348600,00%"
Netherlands,Historical,EV sales share,Cars,EV,2021,percent,19,"1900,00%"
Netherlands,Historical,EV stock share,Vans,EV,2021,percent,870.000.004.768.372,"87000000476837200,00%"
Netherlands,Historical,EV sales share,Vans,EV,2021,percent,390.000.009.536.743,"39000000953674300,00%"
Netherlands,Historical,EV stock share,Buses,EV,2021,percent,15,"1500,00%"
Netherlands,Historical,EV sales share,Buses,EV,2021,percent,37,"3700,00%"
New Zealand,Historical,EV stock share,Vans,EV,2021,percent,150.000.005.960.464,"15000000596046400,00%"
New Zealand,Historical,EV stock share,Buses,EV,2021,percent,540.000.021.457.672,"54000002145767200,00%"
New Zealand,Historical,EV sales share,Cars,EV,2021,percent,340.000.009.536.743,"34000000953674300,00%"
New Zealand,Historical,EV sales share,Vans,EV,2021,percent,300.000.011.920.929,"30000001192092900,00%"
New Zealand,Historical,EV sales share,Buses,EV,2021,percent,290.000.009.536.743,"29000000953674300,00%"
New Zealand,Historical,EV charging points,EV,Publicly available fast,2021,charging points,430,"43000,00%"
New Zealand,Historical,EV charging points,EV,Publicly available slow,2021,charging points,170,"17000,00%"
New Zealand,Historical,EV sales,Cars,BEV,2021,Vehicles,6800,"680000,00%"
New Zealand,Historical,EV stock,Cars,BEV,2021,Vehicles,26000,"2600000,00%"
New Zealand,Historical,EV sales,Cars,PHEV,2021,Vehicles,3500,"350000,00%"
New Zealand,Historical,EV sales,Cars,FCEV,2021,Vehicles,1,"100,00%"
New Zealand,Historical,EV stock,Cars,PHEV,2021,Vehicles,9400,"940000,00%"
New Zealand,Historical,EV stock,Cars,FCEV,2021,Vehicles,6,"600,00%"
New Zealand,Historical,EV stock,Buses,BEV,2021,Vehicles,170,"17000,00%"
